"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract"
"ASYMMETRIES IN PHYLOGENETIC DIVERSIFICATION AND CHARACTER CHANGE CAN BE UNTANGLED","https://scispace.com/paper/asymmetries-in-phylogenetic-diversification-and-character-4qsuvsmh50","11/2007","Journal Article","Evolution","Emmanuel Paradis","10.1111/j.1558-5646.2007.00252.x","https://www.zotero.org/johankarlssonk9/items/R2QXCNQX/attachment/G7VYGCPT/reader","The analysis of diversification and character evolution using phylogenetic data attracts increasing interest from biologists. Recent statistical developments have resulted in a variety of tools for the inference of macroevolutionary processes in a phylogenetic context. In a recent paper Maddison (2006 Evolution, 60: 1743-1746) pointed out that uncareful use of some of these tools could lead to misleading conclusions on diversification or character evolution, and thus to difficulties in distinguishing both phenomena. I here present guidelines for the analyses of macroevolutionary data that may help to avoid these problems. The proper use of recently developed statistical methods may help to untangle diversification and character change, and so will allow us to address important evolutionary questions."
"Historical Biogeography of the Western Rattlesnake (Serpentes: Viperidae: Crotalus viridis), Inferred from Mitochondrial DNA Sequence Information","https://scispace.com/paper/historical-biogeography-of-the-western-rattlesnake-serpentes-472qxk1yzb","05/2000","Journal Article","Molecular Phylogenetics and Evolution","Catharine E Pook
Wolfgang Wüster
Roger S Thorpe","10.1006/mpev.1999.0756","https://www.zotero.org/johankarlssonk9/items/DMT9T3QY/attachment/LLXHZ57I/reader",""
"How does resource supply affect evolutionary diversification?","https://scispace.com/paper/IYJKK58E","2007","Journal Article","Proceedings of the Royal Society B: Biological Sciences","Alex R Hall
Nick Colegrave","10.1098/rspb.2006.3703","https://www.zotero.org/johankarlssonk9/items/IYJKK58E/attachment/6ECXPPNT/reader","The availability of different resources in the environment can affect the outcomes of evolutionary diversification. A unimodal distribution of diversity with resource supply has been widely observed and explained previously in the context of selection acting in a spatially heterogeneous environment. Here, we propose an alternative mechanism to explain the relationship between resource supply and diversification that is based on selection for exploitation of different resources. To test this mechanism, we conducted a selection experiment using the bacterium
              Pseudomonas fluorescens
              in spatially homogeneous environments over a wide range of resource supply rates. Our results show that niche diversification peaks at intermediate levels of resource availability. We suggest that this unimodal relationship is due to evolutionary diversification that is driven by competition for resources but constrained by the ecological opportunity represented by different resource types. These processes may underlie some general patterns of diversity, including latitudinal gradients in species richness and the effects of anthropogenic enrichment of the environment."
"Quantitative Traits and Diversification","https://scispace.com/paper/quantitative-traits-and-diversification-31ekl653eg","2010","Journal Article","Systematic Biology","Richard G. FitzJohn","10.1093/sysbio/syq053","https://www.zotero.org/johankarlssonk9/items/4HKSCMPC/attachment/NGRL7AQI/reader","Quantitative traits have long been hypothesized to affect speciation and extinction rates. For example, smaller body size or increased specialization may be associated with increased rates of diversification. Here, I present a phylogenetic likelihood-based method (quantitative state speciation and extinction [QuaSSE]) that can be used to test such hypotheses using extant character distributions. This approach assumes that diversification follows a birth-death process where speciation and extinction rates may vary with one or more traits that evolve under a diffusion model. Speciation and extinction rates may be arbitrary functions of the character state, allowing much flexibility in testing models of trait-dependent diversification. I test the approach using simulated phylogenies and show that a known relationship between speciation and a quantitative character could be recovered in up to 80% of the cases on large trees (500 species). Consistent with other approaches, detecting shifts in diversification due to differences in extinction rates was harder than when due to differences in speciation rates. Finally, I demonstrate the application of QuaSSE to investigate the correlation between body size and diversification in primates, concluding that clade-specific differences in diversification may be more important than size-dependent diversification in shaping the patterns of diversity within this group."
"Speciation: from diversification to reproductive isolation","https://scispace.com/paper/speciation-from-diversification-to-reproductive-isolation-874hx5ajkv","1/2009","Journal Article","Evolutionary Ecology","Roger Härdling
Åsa Lankinen
Jörgen Ripa
Erik Svensson","10.1007/s10682-007-9240-2","https://www.zotero.org/johankarlssonk9/items/W5XCCCJ3/attachment/CCDUF6TJ/reader","A fundamental goal of evolutionary biology is to explain the enormous diversity among animal and plant species. But also within species there is often large genetic and phenotypic variation, and such variation is necessary for evolution to create new reproductively isolated species. This general idea was the impetus for an international symposium organized by the undersigned, and held at the Department of Ecology at Lund University in September 2006. The title of this symposium: Speciation: from diversification to reproductive isolation broadly summarizes the overarching theme: to integrate and synthesize related work from a variety of areas dealing with within-population processes pertinent to variation within and between populations. The present special issue contains contributions from some of the speakers at the conference but we have also invited some additional authors that were invited to the symposium but unable to attend. The subject of differentiation within populations has a long history at the University of Lund, dating back to the groundbreaking work of plant ecological geneticist Göte Turesson in the early 1920s (Turesson 1922). Göte Turesson is known for coining the term ‘‘ecotype’’ for the heritable phenotypic varieties that are adapted to local environmental conditions. Turesson’s important contributions, published in a rather small scientific journal based in Sweden, gained increased attention in the nineties with the renewed interest in the role of ecology in speciation (Schluter 2000). These contributions from a pioneer in plant ecological genetics are surprisingly modern and have still much to tell us today, when ecological speciation has been widely accepted and ecological and genetic studies of polymorphic system are exploding in numbers, often integrated with modern molecular techniques."
"Elucidating geological and biological processes underlying the diversification of Sulawesi tarsiers","https://scispace.com/paper/BC33S3TA","2009","Journal Article","Proceedings of the National Academy of Sciences","Stefan Merker
Christine Driller
Dyah Perwitasari-Farajallah
Joko Pamungkas
Hans Zischler","10.1073/pnas.0900319106","https://www.zotero.org/johankarlssonk9/items/BC33S3TA/attachment/MKELTWWK/reader","Because of their exceptionally long independent evolution, a range diminution of their Eocene relatives, and a remarkable subsequent diversification in Southeast Asia, tarsiers are of particular importance to evolutionary primatologists. Little is known, however, on the processes shaping the radiation of these small enigmatic primates—especially on the Indonesian island of Sulawesi, their center of endemism. Geological reconstructions and progress in applying DNA sequence information to divergence dating now provide us with the tools and background to comprehend tarsier dispersal. Here, we describe effects of plate-tectonic movements, Pleistocene sea level changes, and hybridization on the divergence of central Sulawesi tarsiers. We analyzed 12 microsatellites, the cytochrome
              b
              gene, the hypervariable region I of the mitochondrial control region, and the sex-determining region on the Y-chromosome from 144 specimens captured along a transect crossing a species boundary and a contact zone between 2 microplates. Based on these differentially inherited genetic markers, geographic information, and recordings of vocalizations, we demonstrate that the species boundary coincides with a tectonic suture. We estimate the most recent common ancestor of the 2 taxa to have lived 1.4 Mya, we describe asymmetrical introgressive hybridization, and we give evidence of unbiased dispersal in one species and male-biased dispersal in another species. This study exemplifies that the distribution of tarsier acoustic forms on Sulawesi is consistent with the allocation of genetic variability and that plate-tectonic and glacial events have left traceable marks in the biogeography of this island's unique fauna."
"The history of early bee diversification based on five genes plus morphology","https://scispace.com/paper/ZXTC5V5H","2006","Journal Article","Proceedings of the National Academy of Sciences","Bryan N. Danforth
Sedonia Sipes
Jennifer Fang
Seán G. Brady","10.1073/pnas.0604033103","https://www.zotero.org/johankarlssonk9/items/ZXTC5V5H/attachment/7W7RFBMS/reader","Bees, the largest (>16,000 species) and most important radiation of pollinating insects, originated in early to mid-Cretaceous, roughly in synchrony with the angiosperms (flowering plants). Understanding the diversification of the bees and the coevolutionary history of bees and angiosperms requires a well supported phylogeny of bees (as well as angiosperms). We reconstructed a robust phylogeny of bees at the family and subfamily levels using a data set of five genes (4,299 nucleotide sites) plus morphology (109 characters). The molecular data set included protein coding (elongation factor-1α, RNA polymerase II, and LW rhodopsin), as well as ribosomal (28S and 18S) nuclear gene data. Analyses of both the DNA data set and the DNA+morphology data set by parsimony and Bayesian methods yielded a single well supported family-level tree topology that places Melittidae as a paraphyletic group at the base of the phylogeny of bees. This topology (“Melittidae-LT basal”) is significantly better than a previously proposed alternative topology (“Colletidae basal”) based both on likelihood and Bayesian methods. Our results have important implications for understanding the early diversification, historical biogeography, host–plant evolution, and fossil record of bees. The earliest branches of bee phylogeny include lineages that are predominantly host–plant specialists, suggesting that host–plant specificity is an ancestral trait in bees. Our results suggest an African origin for bees, because the earliest branches of the tree include predominantly African lineages. These results also help explain the predominance of Melittidae, Apidae, and Megachilidae among the earliest fossil bees."
"The biogeography of <i>Miniopterus</i> bats (Chiroptera: Miniopteridae) from the Comoro Archipelago inferred from mitochondrial DNA","https://scispace.com/paper/HPDUN5WG","12/2008","Journal Article","Molecular Ecology","Nicole Weyeneth
Steven M. Goodman
William T. Stanley
Manuel Ruedi","10.1111/j.1365-294X.2008.03994.x","https://www.zotero.org/johankarlssonk9/items/HPDUN5WG/attachment/2N3IYLFG/reader","The endemic fauna of the Comoro Archipelago is composed of a mixture of taxa originating from Africa and Madagascar. Bats are the only native land dwelling mammals on this archipelago, but the biogeographical origins for the vast majority of species within this group are ambiguous. We report here genetic analyses based on two mitochondrial DNA markers to infer the origin of Comorian bats belonging to a reputed species complex of Miniopterus that is further distributed across Africa and Madagascar. Phylogenetic reconstructions show that east African M. minor are not closely related to the insular Miniopterus of Madagascar and the Comoros (Grande Comore and Anjouan). The latter cluster into two distinct, monophyletic clades (Clade 1 and Clade 2). Representatives of these clades occur sympatrically both on the Comoros and on Madagascar, and are distinguished by a large genetic distance (K2P: 9.9% for cytochrome b). No haplotypes are shared between any islands, suggesting the absence of contemporary gene flow. Populations of the widespread Clade 1 are furthermore characterized by a significant inter-island structure (FCT = 0.249), and by high haplotype and nucleotide diversities (h = 0.90–0.98, p = 0.04–0.06). Demographic analyses of Clade 1 suggest secondary contact between two distinct phylogroups (Subclade 1 A and 1B) that reached Grande Comore and Anjouan, and a large, stable population with a long evolutionary history on Madagascar. These results and the current distribution of related lineages suggest that the Comoros were colonized independently at least two or three times by ancestors from Madagascar."
"Parasites and the Evolutionary Diversification of Primate Clades","https://scispace.com/paper/parasites-and-the-evolutionary-diversification-of-primate-26p3lkcj82","11/2004","Journal Article","The American Naturalist","Charles L. Nunn
Sonia Altizer
Wes Sechrest
Kate E. Jones
Robert A. Barton
John L. Gittleman","10.1086/424608","https://www.zotero.org/johankarlssonk9/items/WU73NG9R/attachment/WQTWEVW3/reader","Coevolutionary interactions such as those between hosts and parasites have been regarded as an underlying cause of evolutionary diversification, but evidence from natural populations is limited. Among primates and other mammalian groups, measures of host diversification rates vary widely among lineages, but comparative studies have not yet identified a reliable explanation for this variation. In this study, we used a comprehensive data set of disease-causing organisms from free-living primates to illustrate how phylogenetic comparative methods can be used to examine mammalian lineage diversity in relation to parasite species richness. Our results provide evidence that the phylogenetic diversity of primate clades is correlated positively with the number of parasite species harbored by each host and that this pattern is largely independent of other host traits that have been shown to influence diversification rates and parasite species richness in primates. We investigated two possible mechanisms that could explain this association, namely that parasites themselves drive host evolutionary diversification through processes linked with sexual selection and that host shifts or host sharing increases parasite species richness among diverse primate clades. Neither parasite species richness nor host diversification is related to measures of sexual selection in primates. Further, we found only partial evidence that more rapidly diversifying host lineages produced increased opportunities for host sharing or host shifting by parasites through mechanisms involving species' geographic range overlap. Thus, our analyses provide evidence for an important link between the evolutionary diversification of primates and the richness of their parasite communities, but other mechanisms, particularly those related to reciprocal selection or coextinction of hosts and parasites, require further investigation."
"A discussion of different types of glacial refugia used in mountain biogeography and phylogeography","https://scispace.com/paper/Q8MIF8QM","03/2009","Journal Article","Journal of Biogeography","Rolf Holderegger
Conny Thiel‐Egenter","10.1111/j.1365-2699.2008.02027.x","https://www.zotero.org/johankarlssonk9/items/Q8MIF8QM/attachment/97VAMPV4/reader","With the recent rise of phylogeography, the biogeography of mountain species (species with their current main distribution above timber line), especially their glacial history, has attracted renewed interest. In particular, the question of where mountain species survived the ice ages has been approached in many phylogeographical studies. The terminology of glacial refugia of mountain species is often confusing, contradictory or counter-intuitive. Our aim is to clarify and simplify this terminology. First, we offer a general deﬁnition of the term glacial refugium for mountain species. Then, we discuss three main types of glacial refugia of mountain species, i.e. nunatak, peripheral and lowland refugia. We believe that the discrimination of these three types of glacial refugia is sufﬁcient to describe the glacial survival of (most) mountain species. Finally, we argue that the terms in situ survival and ex situ survival and the term periglacial refugium should only be used to describe speciﬁc cases of glacial history. No simple classiﬁcation system can adequately describe every kind of glacial refugium, but we propose that authors should focus on providing comprehensive descriptions of particular refugial situations instead of introducing new terminology."
"Heritability of Extinction Rates Links Diversification Patterns in Molecular Phylogenies and Fossils","https://scispace.com/paper/heritability-of-extinction-rates-links-diversification-4z7tb8qix9","2009","Journal Article","Systematic Biology","Daniel L. Rabosky","10.1093/sysbio/syp069","https://www.zotero.org/johankarlssonk9/items/8W785MVH/attachment/9GRIJFDV/reader","Time-calibrated molecular phylogenies provide a valuable window into the tempo and mode of species diversification, especially for the large number of groups that lack adequate fossil records. Molecular phylogenetic data frequently suggest an initial ""explosive speciation"" phase, leading to widespread speculation that ecological niche-filling processes might govern the dynamics of species diversification during evolutionary radiations. However, these patterns are difficult to reconcile with the fossil record. The fossil record strongly suggests that extinction rates have been high relative to speciation rates, but such elevated background extinction should erase the signal of early, rapid speciation from molecular phylogenies. For this reason, extinction rates in molecular phylogenies are frequently estimated as zero under the widely used birth-death model. Here, I construct a simple model that combines phylogenetically patterned extinction with pulsed turnover dynamics and constant diversity through time. Using approximate Bayesian methods, I show that heritable extinction can easily explain the phenomenon of explosive early diversification, even when net diversification rates are equal to zero. Several assumptions of the model are more consistent with both the fossil record and neontological data than the standard birth-death model and it may thus represent a viable alternative interpretation of phylogenetic diversification patterns. These results suggest that variation in the absolute rate of lineage turnover through time, in conjunction with phylogenetically nonrandom extinction, may underlie the apparent diversity-dependent speciation observed in molecular phylogenies."
"The biogeography of introgression in the critically endangered African monkey <i>Rungwecebus kipunji</i>","https://scispace.com/paper/NFQLEQLD","2010","Journal Article","Biology Letters","Trina E. Roberts
Tim R. B. Davenport
Kyndall B. P. Hildebrandt
Trevor Jones
William T. Stanley
Eric J. Sargis
Link E. Olson","10.1098/rsbl.2009.0741","https://www.zotero.org/johankarlssonk9/items/NFQLEQLD/attachment/72846XK6/reader","In the four years since its original description, the taxonomy of the kipunji (
              Rungwecebus kipunji
              ), a geographically restricted and critically endangered African monkey, has been the subject of much debate, and recent research suggesting that the first voucher specimen of
              Rungwecebus
              has baboon mitochondrial DNA has intensified the controversy. We show that
              Rungwecebus
              from a second region of Tanzania has a distinct mitochondrial haplotype that is basal to a clade containing all
              Papio
              species and the original
              Rungwecebus
              voucher, supporting the placement of
              Rungwecebus
              as the sister taxon of
              Papio
              and its status as a separate genus. We suggest that the
              Rungwecebus
              population in the Southern Highlands has experienced geographically localized mitochondrial DNA introgression from
              Papio
              , while the Ndundulu population retains the true
              Rungwecebus
              mitochondrial genome."
"Slowdowns in Diversification Rates from Real Phylogenies May Not be Real","https://scispace.com/paper/slowdowns-in-diversification-rates-from-real-phylogenies-may-1i6k4kpgfc","2010","Journal Article","Systematic Biology","Natalie Cusimano
Susanne S. Renner","10.1093/sysbio/syq032","https://www.zotero.org/johankarlssonk9/items/CTGSVM2N/attachment/SEPHC4ZB/reader","Studies of diversification patterns often find a slowing in lineage accumulation toward the present. This seemingly pervasive pattern of rate downturns has been taken as evidence for adaptive radiations, density-dependent regulation, and metacommunity species interactions. The significance of rate downturns is evaluated with statistical tests (the γ statistic and Monte Carlo constant rates (MCCR) test; birth–death likelihood models and Akaike Information Criterion [AIC] scores) that rely on null distributions, which assume that the included species are a random sample of the entire clade. Sampling in real phylogenies, however, often is nonrandom because systematists try to include early-diverging species or representatives of previous intrataxon classifications. We studied the effects of biased sampling, structured sampling, and random sampling by experimentally pruning simulated trees (60 and 150 species) as well as a completely sampled empirical tree (58 species) and then applying the γ statistic/MCCR test and birth–death likelihood models/AIC scores to assess rate changes. For trees with random species sampling, the true model (i.e., the one fitting the complete phylogenies) could be inferred in most cases. Oversampling deep nodes, however, strongly biases inferences toward downturns, with simulations of structured and biased sampling suggesting that this occurs when sampling percentages drop below 80%. The magnitude of the effect and the sensitivity of diversification rate models is such that a useful rule of thumb may be not to infer rate downturns from real trees unless they have >80% species sampling."
"When Can Decreasing Diversification Rates Be Detected with Molecular Phylogenies and the Fossil Record?","https://scispace.com/paper/when-can-decreasing-diversification-rates-be-detected-with-4hvhprs67y","2010","Journal Article","Systematic Biology","Lee Hsiang Liow
Tiago B. Quental
Charles R. Marshall","10.1093/sysbio/syq052","https://www.zotero.org/johankarlssonk9/items/MJN28DJX/attachment/527TVR3V/reader","Traditionally, patterns and processes of diversification could only be inferred from the fossil record. However, there are an increasing number of tools that enable diversification dynamics to be inferred from molecular phylogenies. The application of these tools to new data sets has renewed interest in the question of the prevalence of diversity-dependent diversification. However, there is growing recognition that the absence of extinct species in molecular phylogenies may prevent accurate inferences about the underlying diversification dynamics. On the other hand, even though the fossil record provides direct data on extinct species, its incompleteness can also mask true diversification processes. Here, using computer-generated diversity-dependent phylogenies, we mimicked molecular phylogenies by eliminating extinct lineages. We also simulated the fossil record by converting the temporal axis into discrete intervals and imposing a variety of preservation processes on the lineages. Given the lack of reliable phylogenies for many fossil marine taxa, we also stripped away phylogenetic information from the computer-generated phylogenies. For the simulated molecular phylogenies, we examined the efficacy of the standard metric (the γ statistic) for identifying decreasing rates of diversification. We find that the underlying decreasing rate of diversification is detected only when the rate of change in the diversification rate is high, and if the molecular phylogeny happens to capture the diversification process as the equilibrium diversity is first reached or shortly thereafter. In contrast, estimating rates of diversification from the simulated fossil record captures the expected zero rate of diversification after equilibrium is reached under a wide range of preservation scenarios. The ability to detect the initial decreasing rate of diversification is lost as the temporal resolution of the fossil record drops and with a decreased quality of preservation. When the rate of change of the diversification rate is low, the γ statistic will typically fail to detect the decreasing rate of diversification, as will the fossil record, although the fossil record still retains the signature of the diversity dependence in yielding approximately zero diversification rates. Thus, although a significantly negative γ value for a molecular phylogeny indicates a decreasing rate of diversification, a nonsignificantly negative or positive γ value might mean exponential diversification, or a slowly decreasing rate of diversification, or simply species turnover at a constant diversity. The fossil record can be of assistance in helping choose among these possibilities."
"Biogeography of Dwarf Lemurs: Genetic Evidence for Unexpected Patterns in Southeastern Madagascar","https://scispace.com/paper/biogeography-of-dwarf-lemurs-genetic-evidence-for-unexpected-1aga1wu3ni","8/2005","Journal Article","International Journal of Primatology","Andreas Hapke
Joanna Fietz
Stephen D. Nash
Daniel Rakotondravony
Berthe Rakotosamimanana
Jean-Baptiste Ramanamanjato
Gisèle F. N. Randria
Hans Zischler","10.1007/s10764-005-5327-0","https://www.zotero.org/johankarlssonk9/items/IYSCY4HL/attachment/CF94QQ6A/reader","Seven species of dwarf lemurs (Cheirogaleus spp.) are currently recognized after a recent revision of the genus. During a field study in southeastern Madagascar, we observed 3 distinct morphotypes of Cheirogaleus resembling Cheirogaleus medius, C. major and C. crossleyi. In particular, for Cheirogaleus crossleyi southeastern Madagascar was far away from the known distribution range of the species when referring to the recent revision of the genus. In order to clarify the taxonomic status of the 3 morphotypes, we compared field samples from southeastern Madagascar to museum specimens from several locations in Madagascar and to field samples from Kirindy/CFPF, western Madagascar by genetic analyses using the mitochondrial cytochrome b gene. Genetic data yield strong support for 2 of the 3 morphotypes to represent Cheirogaleus medius and C. major. The third morphotype is genetically closely related to Cheirogaleus crossleyi, albeit more distantly than the other 2 morphotypes to the respective reference samples. The genetic distance is related to a considerable geographic distance between the location of our field study and the origin of the respective reference specimen, because Cheirogaleus crossleyi had been reported only from northern Madagascar. Our field observations indicate an isolated population in southeastern Madagascar. We propose to identify them as Cheirogaleus crossleyi and discuss the population genetic and biogeographic considerations supporting this conclusion."
"Conservation Biogeography of the Dwarf Lemurs (Cheirogaleus) of Madagascar, Investigated via Ecological Niche Modelling","https://scispace.com/paper/G3M57Z75","10/2023","Journal Article","International Journal of Primatology","Daniel Hending
Grainne McCabe
Sam Cotton
Marc Holderied","10.1007/s10764-023-00363-w","https://www.zotero.org/johankarlssonk9/items/G3M57Z75/attachment/43WY3P7Z/reader","Ecological niches are the environmental conditions under which an organism can maintain viable populations. A detailed understanding of an organisms’ ecological niche can provide information on its taxonomy and biogeography, and ecological niche modelling allows researchers to investigate how closely-related species are able to coexist. Ecological niche models also enable conservationists to determine species’ habitat requirements, map distributions, and assess threats. We used this approach to investigate the conservation biogeography of the dwarf lemurs (genus Cheirogaleus), a group of cryptic, nocturnal primates endemic to Madagascar. Using climatic and vegetation-related variables, we constructed ecological niche models for three species to investigate niche overlap among taxa. We also constructed maps of the availability of forest habitat, and we assessed anthropogenic risk and protection. Our ecological niche models and background tests indicated that each of the three analysed Cheirogaleus species occupies distinct environmental space. The area of suitable habitat (realized niche) varied interspecifically (28,889–41,934 km2). This also was mirrored by variation in the percentage of each species’ realized niche within protected areas (20,065–25,266 km2) and near anthropogenic features (5,744–16,999 km2). Our results support the 2020 taxonomy of the dwarf lemurs recognised by the IUCN Red List and provides information on their biogeography. Furthermore, our ecological niche models have highlighted that the habitat of some dwarf lemur species, such as C. crossleyi, are more threatened than other species, such as C. medius and C. major, and these species require urgent conservation attention."
"Exceptional among-lineage variation in diversification rates during the radiation of Australia's most diverse vertebrate clade","https://scispace.com/paper/HLXALSWC","2007","Journal Article","Proceedings of the Royal Society B: Biological Sciences","Daniel L Rabosky
Stephen C Donnellan
Amanda L Talaba
Irby J Lovette","10.1098/rspb.2007.0924","https://www.zotero.org/johankarlssonk9/items/HLXALSWC/attachment/EJZYHJ8Q/reader","The disparity in species richness among groups of organisms is one of the most pervasive features of life on earth. A number of studies have addressed this pattern across higher taxa (e.g. ‘beetles’), but we know much less about the generality and causal basis of the variation in diversity within evolutionary radiations at lower taxonomic scales. Here, we address the causes of variation in species richness among major lineages of Australia's most diverse vertebrate radiation, a clade of at least 232 species of scincid lizards. We use new mitochondrial and nuclear intron DNA sequences to test the extent of diversification rate variation in this group. We present an improved likelihood-based method for estimating per-lineage diversification rates from combined phylogenetic and taxonomic (species richness) data, and use the method in a hypothesis-testing framework to localize diversification rate shifts on phylogenetic trees. We soundly reject homogeneity of diversification rates among members of this radiation, and find evidence for a dramatic rate increase in the common ancestor of the genera
              Ctenotus
              and
              Lerista
              . Our results suggest that the evolution of traits associated with climate tolerance may have had a role in shaping patterns of diversity in this group."
"Sympatry Inference and Network Analysis in Biogeography","https://scispace.com/paper/sympatry-inference-and-network-analysis-in-biogeography-4brzil5ty7","2008","Journal Article","Systematic Biology","Daniel A. Dos Santos
Hugo R. Fernández
María Gabriela Cuezzo
Eduardo Domínguez
Adrian Paterson","10.1080/10635150802172192","https://www.zotero.org/johankarlssonk9/items/LLT457C3/attachment/4PFV8FJM/reader","A new approach for biogeography to find patterns of sympatry, based on network analysis, is proposed. Biogeographic analysis focuses basically on sympatry patterns of species. Sympatry is a network (= relational) datum, but it has never been analyzed before using relational tools such as Network Analysis. Our approach to biogeographic analysis consists of two parts: first the sympatry inference and second the network analysis method (NAM). The sympatry inference method was designed to propose sympatry hypothesis, constructing a basal sympatry network based on punctual data, independent of a priori distributional area determination. In this way, two or more species are considered sympatric when there is interpenetration and relative proximity among their records of occurrence. In nature, groups of species presenting within-group sympatry and between-group allopatry constitute natural units (units of co-occurrence). These allopatric units are usually connected by intermediary species. The network analysis method (NAM) that we propose here is based on the identification and removal of intermediary species to segregate units of co-occurrence, using the betweenness measure and the clustering coefficient. The species ranges of the units of co-occurrence obtained are transferred to a map, being considered as candidates to areas of endemism. The new approach was implemented on three different real complex data sets (one of them a classic example previously used in biogeography) resulting in (1) independence of predefined spatial units; (2) definition of co-occurrence patterns from the sympatry network structure, not from species range similarities; (3) higher stability in results despite scale changes; (4) identification of candidates to areas of endemism supported by strictly endemic species; (5) identification of intermediary species with particular biological attributes."
"Practice before policy: an analysis of policy and institutional changes enabling community involvement in forest management in eastern and southern Africa","https://scispace.com/paper/practice-before-policy-an-analysis-of-policy-and-2jvrxezuko","2002","Book","","Fred Kigenyi
Peter Gondo
John Mugabe","","https://www.zotero.org/johankarlssonk9/items/8F6LHE6Z/attachment/AKR7QD9C/reader","There is growing recognition that centralized forest regimes, which exclude local knowledge and customary practices, have not achieved sustainable forest management. Most countries of Eastern and Southern Africa are reviewing and revising policies and laws and restructuring their agencies to accommodate emerging forest management imperatives. This study discusses the evolution of community involvement in forest management (CIFM) in Eastern and Southern Africa, and analyses the policies and laws being established by the countries of this region to both accommodate and promote this involvement."
"Systematics, biogeography and evolution of the endemic <i>Hemidactylus</i> geckos (Reptilia, Squamata, Gekkonidae) of the Cape Verde Islands: based on morphology and mitochondrial and nuclear DNA sequences","https://scispace.com/paper/YQ9Z4UB5","11/2008","Journal Article","Zoologica Scripta","E. N. Arnold
R. Vasconcelos
D. J. Harris
J. A. Mateo
S. Carranza","10.1111/j.1463-6409.2008.00351.x","https://www.zotero.org/johankarlssonk9/items/YQ9Z4UB5/attachment/92IJQLBW/reader","A total of 1854 bp of mitochondrial DNA (669 bp of cytochrome
              b
              (cyt
              b
              ) and 386 bp of 12S rRNA), and 804 bp of a nuclear gene (RAG2) were investigated in endemic
              Hemidactylus
              from eight Cape Verde Islands, and used to explore their phylogeny, biogeography and evolution. Maximum‐likelihood, maximum‐parsimony and Bayesian analyses based on mtDNA revealed four well‐supported clades with uncorrected genetic divergences of 7.8–12.4% in the cyt
              b
              plus 12S rRNA genes, which were also supported by nuclear DNA. A population from the southern island of Fogo is the most divergent in both molecules and morphology and is described as
              Hemidactylus lopezjuradoi
              sp. n., and the populations on Sal and Boavista are also assigned species status as
              H. boavistensis
              . Although divergent in their DNA, the clade on S. Nicolau and that in the north‐western islands are morphologically similar and both are assigned to
              H. bouvieri
              for the present.
              Hemidactylus b. razoensis
              from Raso is genetically similar to
              H. b. bouvieri
              and differs only in its smaller body size. A molecular clock suggests that the ancestor of the endemic
              Hemidactylus
              of the Cape Verde Islands colonized the archipelago approximately 10 ± 2.48 Mya, perhaps reaching the north‐eastern islands first. The
              H. lopezjuradoi
              lineage separated soon after, and the north‐western islands were colonized progressively but slowly, S. Nicolau probably being reached first, then S. Vicente and islands on the same bank, and finally Sto. Antão, which is likely to have been colonized less than 1 Mya.
              Hemidactylus boavistensis
              is abundant on the arid islands where it occurs, but
              H. bouvieri
              appears to have been uncommon at least since it was described 130 years ago, and the same may be true of
              H. lopezjuradoi
              sp. n. The impact of introduced
              H. angulatus
              and
              H. mabouia
              on the endemic
              Hemidactylus
              of the Cape Verde Islands is not clear, but the discovery of substantial genetic diversity in endemic Cape Verde
              Hemidactylus
              means that the conservation requirements of the group should be reassessed."
"Toward an Integrative Historical Biogeography","https://scispace.com/paper/toward-an-integrative-historical-biogeography-3tuzfknuzn","2003","Journal Article","Integrative and Comparative Biology","M. J. Donoghue","10.1093/icb/43.2.261","https://www.zotero.org/johankarlssonk9/items/2ILW3YXY/attachment/PLBY4BWF/reader","SYNOPSIS. Cladistic biogeographic methods remain susceptible to the confounding effects of ''pseudo-con- gruence'' and ''pseudo-incongruence'' because they were not designed to incorporate information on the absolute timing of the diversification of lineages. Consequently, results from cladistic biogeographic studies are difficult to interpret and cannot be confidently attributed to any particular cause. We illustrate these points with concrete examples, paying special attention to recent work on the biogeography of the Northern Hemisphere, and outline ways in which topological and temporal information might be better integrated. The development of historical biogeography over the last few decades provides general insights into the nature of integration through the life of a discipline. Despite its very promising beginnings, we agree with the assessment of Nelson and Ladiges (1996, p. 54) that cladistic biogeography has yielded few gen- uinely new insights over the last twenty years. When a research program is unproductive for a long period it suggests that something may be wrong with the questions being asked or the methods being used. Here we highlight several elements that have been missing from cladistic biogeographic approaches, focusing par- ticularly on temporal information, and suggest how these might be integrated. The value of incorporating temporal information in such studies has already been recognized (see refer- ences below). Our aim here is to help characterize and illustrate the problem using concrete examples from both the Southern and Northern Hemispheres. The Northern Hemisphere problem provides an especially good example of the difficulties faced by cladistic bio- geographic methods, as well as insights into what can be gained by integrating time and directionality. Al- though we do not propose a new biogeographic meth- od, we highlight several possibilities by comparison to methods recently developed to analyze the coevolution of hosts and their parasites. Finally, in the spirit of the symposium that moti- vated this paper, we offer some general reflections on ''integration.'' Specifically, recent developments in historical biogeography suggest to us that the degree of integration is something that changes in predictable ways through the ontogeny of a discipline, reflecting shifts in the perceived reliability of potentially relevant information."
