"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract"
"The use of hair morphology in the classification of galagos (Primates, subfamily galagoninae)","https://scispace.com/paper/PQRZ9NC8","4/2001","Journal Article","Primates","Matthew J. Anderson","10.1007/BF02558138","https://www.zotero.org/johankarlssonk9/items/PQRZ9NC8/attachment/C5TQJV2Z/reader","The outer epidermal hair structure of bushbabies or galagos varies considerably between genera and species. Comparative morphology can therefore be useful in taxonomic studies, particularly when assessing the true status of newly nominated or misclassified species. Quantitative measurements of outer epidermal hair scales (scale frequency and scale complexity) were made for populations representing 13 taxa within the subfamily Galagoninae. Intraspecific variations in both measures of hair morphology were relatively minor. By contrast, significant interspecific differences were observed, even between closely related, well-established species (e.g. in the greater galagos Otolemur crassicaudatus and O. garnettii and lesser galagos Galago senegalensis and Galago moholi). Assessment of scale frequency resulted in the recognition of all species of the greater and needle-clawed galago genera and added support for nomination to species status of two former subspecies (O. argentatus and E. pallidus). Similar divisions were made in the lesser and dwarf galagos with respect to scale complexity. Possible explanations for the differences in outer epidermal hair scales are discussed. Characteristics of outer epidermal hair scales provide a useful guide to species identity in the subfamily Galagoninae, and the same may prove to be true for other groups of nocturnal mammals."
"GENE TREES, SPECIES TREES, AND SYSTEMATICS: A Cladistic Perspective","https://scispace.com/paper/DNJ9IWXX","11/1996","Journal Article","Annual Review of Ecology and Systematics","A. V. Z. Brower
R. DeSalle
A. Vogler","10.1146/annurev.ecolsys.27.1.423","https://www.zotero.org/johankarlssonk9/items/DNJ9IWXX/attachment/EXFHW9TJ/reader","The proliferation of molecular data in systematics has opened a Pandora’s box of alternate approaches to inferring hierarchical patterns of relationship among taxa. In this review, we examine practical and theoretical reasons for employing some methods and avoiding others. We offer a philosophical overview of the relationship between systematics patterns and evolutionary processes, and we discuss the differential emphasis given to each of these areas by opposing methodological camps. We review the sources and types of incongruence between data partitions from different sources and recommend a speciﬁc procedure for contending with incongruence. We then focus on inference of relationships among closely related taxa, with particular emphasis on mtDNA as a source of characters, its advantages and potential pitfalls. We conclude with a review of several widely cited empirical studies and suggest that the gene tree–species tree problem may be less severe than its prevalence in the literature would suggest."
"Loud calls ofGalago crassicaudatus andG. garnettii and their relation to habitat structure","https://scispace.com/paper/4SEFT6BB","4/1991","Journal Article","Primates","J. C. Masters","10.1007/BF02381173","https://www.zotero.org/johankarlssonk9/items/4SEFT6BB/attachment/EBMINCT8/reader","Long distance vocalizations have been shown to be good indicators of genetic species in primates. Here the loud calls of two recently identified greater galago taxa - - Galago crassicaudatus and G. garnettii -- are compared and analyzed statistically. Observed differences in call structures are investigated further as potential indicators of differences in the structures of habitats frequented by the two species."
"Mother-infant cannibalism in thick-tailed bushbabies (Galago crassicaudatus umbrosus)","https://scispace.com/paper/HFIBS895","7/1991","Journal Article","Primates","Angelo Tartabini","10.1007/BF02382679","https://www.zotero.org/johankarlssonk9/items/HFIBS895/attachment/QSS6HU5Y/reader","Mother-infant cannibalism in species of galagos as in several other species of nonhuman primates is a common phenomenon. In non-human primates kept in laboratory conditions many of the observed cases of cannibalism were not associated with starvation and with infanticide. Cannibalism in galagos was observed in at least five different species. In several laboratories, like the Duke University Primate Center, the frequencies of cannibalism in galagos species in captivity have been reduced by the isolation of pregnant female before the parturition from her companions, especially adult males."
"Gene trees and species trees are not the same","https://scispace.com/paper/gene-trees-and-species-trees-are-not-the-same-jx9rdgczw1","7/2001","Journal Article","Trends in Ecology and Evolution","Richard Nichols","10.1016/S0169-5347(01)02203-0","https://www.zotero.org/johankarlssonk9/items/8J2MS28H/attachment/L46YITVJ/reader","The relationship between species is usually represented as a bifurcating tree with the branching points representing speciation events. The ancestry of genes taken from these species can also be represented as a tree, with the branching points representing ancestral genes. The time back to the branching points, and even the branching order, can be different between the two trees. This possibility is widely recognized, but the discrepancies are often thought to be small. A different picture is emerging from new empirical evidence, particularly that based on multiple loci or on surveys with a wide geographical scope. The discrepancies must be taken into account when estimating the timing of speciation events, especially the more recent branches. On the positive side, the different timings at different loci provide information about the ancestral populations."
"Group formation in captive lesser galagos (Galago senegalensis)","https://scispace.com/paper/PVDLD5KN","7/1978","Journal Article","Primates","Leanne T. Nash
Lynn Flinn","10.1007/BF02373311","https://www.zotero.org/johankarlssonk9/items/PVDLD5KN/attachment/GKGWQL2V/reader","A group of captive Galago senegalensis, two males and two females housed under semi-natural conditions, were observed throughout their active periods for 10 days. An additional 100 hours of observation was undertaken during a subsequent 25-day period. The course of group formation was similar to that reported for G. crassicaudatus but in contrast to reports for monkeys. Aggressive interactions occurred primarily between individuals of the same sex and friendly interactions occurred primarily between individuals of the opposite sex."
"Visualizing Multispecies Coalescent Trees: Drawing Gene Trees Inside Species Trees","https://scispace.com/paper/visualizing-multispecies-coalescent-trees-drawing-gene-trees-1ykhqmqw","2023","Book Section","","Leszek Gąsieniec
Jonathan Klawitter
Felix Klesen
Moritz Niederer
Alexander Wolff","10.1007/978-3-031-23101-8_7","https://scispace.com/pdf/visualizing-multispecies-coalescent-trees-drawing-gene-trees-1ykhqmqw.pdf","We consider the problem of drawing multiple gene trees inside a single species tree in order to visualize multispecies coalescent trees. Specifically, the drawing of the species tree fills a rectangle in which each of its edges is represented by a smaller rectangle, and the gene trees are drawn as rectangular cladograms (that is, orthogonally and downward, with one bend per edge) inside the drawing of the species tree. As an alternative, we also consider a style where the widths of the edges of the species tree are proportional to given effective population sizes. In order to obtain readable visualizations, our aim is to minimize the number of crossings between edges of the gene trees in such drawings. We show that planar instances can be recognized in linear time and that the general problem is NP-hard. Therefore, we introduce two heuristics and give an integer linear programming (ILP) formulation that provides us with exact solutions in exponential time. We use the ILP to measure the quality of the heuristics on real-world instances. The heuristics yield surprisingly good solutions, and the ILP runs surprisingly fast. "
"Using phylogeographic analyses of gene trees to test species status and processes","https://scispace.com/paper/F9Q6SM7L","03/2001","Journal Article","Molecular Ecology","Alan R. Templeton","10.1046/j.1365-294x.2001.01199.x","https://www.zotero.org/johankarlssonk9/items/F9Q6SM7L/attachment/6SR2KS6J/reader","A gene tree is an evolutionary reconstruction of the genealogical history of the genetic variation found in a sample of homologous genes or DNA regions that have experienced little or no recombination. Gene trees have the potential of straddling the interface between intra- and interspeciﬁc evolution. It is precisely at this interface that the process of speciation occurs, and gene trees can therefore be used as a powerful tool to probe this interface. One application is to infer species status. The cohesion species is deﬁned as an evolutionary lineage or set of lineages with genetic exchangeability and/or ecological interchangeability. This species concept can be phrased in terms of null hypotheses that can be tested rigorously and objectively by using gene trees. First, an overlay of geography upon the gene tree is used to test the null hypothesis that the sample is from a single evolutionary lineage. This phase of testing can indicate that the sampled organisms are indeed from a single lineage and therefore a single cohesion species. In other cases, this null hypothesis is not rejected due to a lack of power or inadequate sampling. Alternatively, this null hypothesis can be rejected because two or more lineages are in the sample. The test can identify lineages even when hybridization and lineage sorting occur. Only when this null hypothesis is rejected is there the potential for more than one cohesion species. Although all cohesion species are evolutionary lineages, not all evolutionary lineages are cohesion species. Therefore, if the ﬁrst null hypothesis is rejected, a second null hypothesis is tested that all lineages are genetically exchangeable and/or ecologically interchangeable. This second test is accomplished by direct contrasts of previously identiﬁed lineages or by overlaying reproductive and/or ecological data upon the gene tree and testing for signiﬁcant transitions that are concordant with the previously identiﬁed lineages. Only when this second null hypothesis is rejected is a lineage elevated to the status of cohesion species. By using gene trees in this manner, species can be identiﬁed with objective, a priori criteria with an inference procedure that automatically yields much insight into the process of speciation. When one or more of the null hypotheses cannot be rejected, this procedure also provides speciﬁc guidance for future work that will be needed to judge species status."
"Discordance of Species Trees with Their Most Likely Gene Trees: The Case of Five Taxa","https://scispace.com/paper/discordance-of-species-trees-with-their-most-likely-gene-5efu5ext6r","2008","Journal Article","Systematic Biology","Noah A. Rosenberg
Randa Tao
Laura Kubatko","10.1080/10635150801905535","https://www.zotero.org/johankarlssonk9/items/REA7QBD8/attachment/GNKP4NCP/reader","Under a coalescent model for within-species evolution, gene trees may differ from species trees to such an extent that the gene tree topology most likely to evolve along the branches of a species tree can disagree with the species tree topology. Gene tree topologies that are more likely to be produced than the topology that matches that of the species tree are termed anomalous, and the region of branch-length space that gives rise to anomalous gene trees (AGTs) is the anomaly zone. We examine the occurrence of anomalous gene trees for the case of five taxa, the smallest number of taxa for which every species tree topology has a nonempty anomaly zone. Considering all sets of branch lengths that give rise to anomalous gene trees, the largest value possible for the smallest branch length in the species tree is greater in the five-taxon case (0.1934 coalescent time units) than in the previously studied case of four taxa (0.1568). The five-taxon case demonstrates the existence of three phenomena that do not occur in the four-taxon case. First, anomalous gene trees can have the same unlabeled topology as the species tree. Second, the anomaly zone does not necessarily enclose a ball centered at the origin in branch-length space, in which all branches are short. Third, as a branch length increases, it is possible for the number of AGTs to increase rather than decrease or remain constant. These results, which help to describe how the properties of anomalous gene trees increase in complexity as the number of taxa increases, will be useful in formulating strategies for evading the problem of anomalous gene trees during species tree inference from multilocus data."
"Properties of Consensus Methods for Inferring Species Trees from Gene Trees","https://scispace.com/paper/properties-of-consensus-methods-for-inferring-species-trees-3i5tlbjxvp","2009","Journal Article","Systematic Biology","James H. Degnan
Michael DeGiorgio
David Bryant
Noah A. Rosenberg","10.1093/sysbio/syp008","https://www.zotero.org/johankarlssonk9/items/FSJDX9G9/attachment/7UQ8JXL8/reader","Consensus methods provide a useful strategy for summarizing information from a collection of gene trees. An important application of consensus methods is to combine gene trees to estimate a species tree. To investigate the theoretical properties of consensus trees that would be obtained from large numbers of loci evolving according to a basic evolutionary model, we construct consensus trees from rooted gene trees that occur in proportion to gene-tree probabilities derived from coalescent theory. We consider majority-rule, rooted triple (R ∗ ), and greedy consensus trees obtained from known, rooted gene trees, both in the asymptotic case as numbers of gene trees approach infinity and for finite numbers of genes. Our results show that for some combinations of species-tree branch lengths, increasing the number of independent loci can make the rooted majority-rule consensus tree more likely to be at least partially unresolved. However, the probability that the R ∗ consensus tree has the species-tree topology approaches 1 as the number of gene trees approaches ∞. Although the greedy consensus algorithm can be the quickest to converge on the correct species-tree topology when increasing the number of gene trees, it can also be positively misleading. The majority-rule consensus tree is not a misleading estimator of the species-tree topology, and the R ∗ consensus tree is a statistically consistent estimator of the species-tree topology. Our results therefore suggest a method for using multiple loci to infer the species-tree topology, even when it is discordant with the most likely gene tree. (Anomalous gene tree; coalescence; discordance; lineage sorting; phylogenetics; statistical consistency.)"
"High-resolution species trees without concatenation","https://scispace.com/paper/EZX7T7FD","2007","Journal Article","Proceedings of the National Academy of Sciences","Scott V. Edwards
Liang Liu
Dennis K. Pearl","10.1073/pnas.0607004104","https://www.zotero.org/johankarlssonk9/items/EZX7T7FD/attachment/P5YCUUHC/reader","The vast majority of phylogenetic models focus on resolution of gene trees, despite the fact that phylogenies of species in which gene trees are embedded are of primary interest. We analyze a Bayesian model for estimating species trees that accounts for the stochastic variation expected for gene trees from multiple unlinked loci sampled from a single species history after a coalescent process. Application of the model to a 106-gene data set from yeast shows that the set of gene trees recovered by statistically acknowledging the shared but unknown species tree from which gene trees are sampled is much reduced compared with treating the history of each locus independently of an overarching species tree. The analysis also yields a concentrated posterior distribution of the yeast species tree whose mode is congruent with the concatenated gene tree but can do so with less than half the loci required by the concatenation method. Using simulations, we show that, with large numbers of loci, highly resolved species trees can be estimated under conditions in which concatenation of sequence data will positively mislead phylogeny, and when the proportion of gene trees matching the species tree is <10%. However, when gene tree/species tree congruence is high, species trees can be resolved with just two or three loci. These results make accessible an alternative paradigm for combining data in phylogenomics that focuses attention on the singularity of species histories and away from the idiosyncrasies and multiplicities of individual gene histories."
"Estimating Species Trees from Unrooted Gene Trees","https://scispace.com/paper/estimating-species-trees-from-unrooted-gene-trees-13s7fujgfy","2011","Journal Article","Systematic Biology","Liang Liu
Lili Yu","10.1093/sysbio/syr027","https://www.zotero.org/johankarlssonk9/items/PJH7EJGT/attachment/FDQFTC5T/reader","In this study, we develop a distance method for inferring unrooted species trees from a collection of unrooted gene trees. The species tree is estimated by the neighbor joining (NJ) tree built from a distance matrix in which the distance between two species is defined as the average number of internodes between two species across gene trees, that is, average gene-tree internode distance. The distance method is named NJ(st) to distinguish it from the original NJ method. Under the coalescent model, we show that if gene trees are known or estimated correctly, the NJ(st) method is statistically consistent in estimating unrooted species trees. The simulation results suggest that NJ(st) and STAR (another coalescence-based method for inferring species trees) perform almost equally well in estimating topologies of species trees, whereas the Bayesian coalescence-based method, BEST, outperforms both NJ(st) and STAR. Unlike BEST and STAR, the NJ(st) method can take unrooted gene trees to infer species trees without using an outgroup. In addition, the NJ(st) method can handle missing data and is thus useful in phylogenomic studies in which data sets often contain missing loci for some individuals."
"Comparing Two Bayesian Methods for Gene Tree/Species Tree Reconstruction: Simulations with Incomplete Lineage Sorting and Horizontal Gene Transfer","https://scispace.com/paper/comparing-two-bayesian-methods-for-gene-tree-species-tree-3iwm93xv5o","2011","Journal Article","Systematic Biology","Yujin Chung
Cécile Ané","10.1093/sysbio/syr003","https://www.zotero.org/johankarlssonk9/items/6PQVYYB4/attachment/N69LSKLH/reader","With the increasing interest in recognizing the discordance between gene genealogies, various gene tree/species tree reconciliation methods have been developed. We present here the first attempt to assess and compare two such Bayesian methods, Bayesian estimation of species trees (BEST) and BUCKy (Bayesian untangling of concordance knots), in the presence of several known processes of gene tree discordance. DNA alignments were simulated under the influence of incomplete lineage sorting (ILS) and of horizontal gene transfer (HGT). BEST and BUCKy both account for uncertainty in gene tree estimation but differ substantially in their assumptions of what caused gene tree discordance. BEST estimates a species tree using the coalescent model, assuming that all gene tree discordance is due to ILS. BUCKy does not assume any specific biological process of gene tree discordance through the use of a nonparametric clustering of concordant genes. BUCKy estimates the concordance factor (CF) of a clade, which is defined as the proportion of genes that truly have the clade in their trees. The estimated concordance tree is then built from clades with the highest estimated CFs. Because of their different assumptions, it was expected that BEST would perform better in the presence of ILS and that BUCKy would perform better in the presence of HGT. As expected, the species tree was more accurately reconstructed by BUCKy in the presence of HGT, when the HGT events were unevenly placed across the species tree. BUCKy and BEST performed similarly in most other cases, including in the presence of strong ILS and of HGT events that were evenly placed across the tree. However, BUCKy was shown to underestimate the uncertainty in CF estimation, with short credibility intervals. Despite this, the discordance pattern estimated by BUCKy could be compared with the signature of ILS. The resulting test for the adequacy of the coalescent model proved to have low Type I error. It was powerful when HGT was the major source of discordance and when HGT events were unevenly placed across the species tree."
"A sequential analysis of female aggression in a group of lesser galagos (Galago senegalensis)","https://scispace.com/paper/8WKLRD4Q","7/1978","Journal Article","Primates","Fred B. Bercovitch","10.1007/BF02373312","https://www.zotero.org/johankarlssonk9/items/8WKLRD4Q/attachment/JXHW2JGE/reader","A sequential analysis of behaviors preceding agonistic interactions between female lesser galagos demonstrated that aggression usually follows locomotor or interactive, as opposed to solitary, behavior. Leaping or leaving a nest box followed by mutual staring is a frequent component preceding both chases and displacements. The probability of predicting an agonistic interaction is improved when more behaviorsare examined in sequence,although one cannot predict aggression with certainty due to the variability of preceding sequences. Mutual staring is suggested to be an evolutionary precursor to elaborate visual threat signals."
"Lack of congruence between morphological and molecular data in reconstructing the phylogeny of the galagonidae","https://scispace.com/paper/8X262PWP","01/2002","Journal Article","American Journal of Physical Anthropology","Judith C. Masters
Denis J. Brothers","10.1002/ajpa.10001","https://www.zotero.org/johankarlssonk9/items/8X262PWP/attachment/L6IH8VV9/reader","Abstract
            
              Published cladistic reconstructions of galagonid phylogeny based on morphological, behavioral, and genetic data have had few elements in common. A recent molecular study indicated that 2 of the 3 generic groupings derived from morphological data were not consistent with tree topologies constructed from the analysis of mitochondrial DNA sequences. In this study, we compiled and analyzed a data set based on craniodental morphology in 13 galagonid and 8 outgroup taxa, comprising 3 dwarf‐lemur and 5 loris species, and subjected it to cladistic analysis. Our aim was not only to generate a new phylogenetic hypothesis based on these data, but also to investigate the conditions under which congruence could be achieved between these results and those obtained previously. The data set was found to be highly sensitive to the choice of outgroup, with the lorises showing high interspecific variability in cranial structure. Congruence between the craniodental and molecular trees could be achieved only if
              Arctocebus
              was used as the outgroup and two characters were preferentially weighted. Further progress in the reconstruction of galagonid phylogeny will require seeking consensus in a variety of other data sets, including postcranial morphology, behavior, and additional gene sequences. The effect of different outgroups on molecular analysis needs attention. Am J Phys Anthropol 117:79–93, 2002. © 2002 Wiley‐Liss, Inc."
"A Guide to Galago Diversity: Getting a Grip on How Best to Chew Gum","https://scispace.com/paper/DB4HBQKJ","2010","Book Section","","Anne M. Burrows
Leanne T. Nash
Isobel R. Stephenson
Simon K. Bearder
Guiseppe Donati
Johann Karlsson","10.1007/978-1-4419-6661-2_12","https://www.zotero.org/johankarlssonk9/items/DB4HBQKJ/attachment/W5G54AGH/reader","Disputes over galago taxonomy have meant that studies often use different names for identical populations, making comparative analysis difficult for the untrained researcher. A main objective of this study was to assess whether hand and foot pad morphology, nail shape and toothscraper structure reveal adaptations to exudate eating and show differences which reflect taxonomy in order to identify species. A total of 714 museum specimens were examined between May and July 2007, revealing six pads on each hand and foot which vary in shape and orientation across taxa. Three nail shapes and two variations in toothscraper position were identified. The results indicate that variance in pad size reflects species boundaries and shows adaptations to allow access to large-diameter substrates. No consistent dental variation was identified when comparing species with high and low proportions of exudates in their diet, although the highly gummivorous Euoticus elegantulus possessed a relatively longer, more procumbent toothscraper than other species."
"Contrasting reproductive parameters ingalago senegalensis braccatus andG. s. moholi","https://scispace.com/paper/contrasting-reproductive-parameters-in-galago-senegalensis-3kicdpunyr","12/1988","Journal Article","International Journal of Primatology","M. K. Izard
L. T. Nash","10.1007/BF02735744","https://www.zotero.org/johankarlssonk9/items/AVE33XVD/attachment/6LILQ7QI/reader","Reproductive parameters were compared between two subspecies of the lesser bushbaby, Galago senegalensis braccatusand G. s. moholi.Adult body weights for both male and female G. s. braccatuswere significantly higher than adult body weights of G. s. moholi,as were infant birth weights. The mean gestation length of G. s. braccatuswas significantly longer than that of G. s. moholi. G. s. moholihad a higher incidence of twinning than G. s. braccatus.Puberty in females occurred significantly later in G. s. braccatusthan in G. s. moholi.These differences are of such magnitude that hybridization of G. s. braccatuswith G. s. moholiwould be unlikely. These differences, if augmented by additional evidence, may warrant distinction of the two subspecies at the species level."
"Infant Distress Vocalizations in the Southern African Lesser Bushbaby (Galago mohofi)","https://scispace.com/paper/SJAB47XJ","","Journal Article","","O Mascagni
G A Doyle","","https://www.zotero.org/johankarlssonk9/items/SJAB47XJ/attachment/AC6ANXQY/reader",""
"Measuring Branch Support in Species Trees Obtained by Gene Tree Parsimony","https://scispace.com/paper/measuring-branch-support-in-species-trees-obtained-by-gene-3zlfx0y28v","2009","Journal Article","Systematic Biology","Simon Joly
Anne Bruneau","10.1093/sysbio/syp013","https://www.zotero.org/johankarlssonk9/items/QMTFJDQ8/attachment/WTPGRPP3/reader","Several methods have recently been developed that allow the reconstruction of species trees from gene trees, an important achievement in our ongoing quest to obtain reliable species phylogenies. However, considerably less attention has been given to evaluating the accuracy of species trees' estimates. Four methods for measuring branch support of species trees are tested in this study in a gene tree parsimony framework: 1) bootstrap lineages (BL) (sequences) within species, 2) bootstrap characters (BC) within genes (i.e., the standard nonparametric bootstrap), 3) bootstrap lineages and characters (BLC), and 4) posterior probability gene tree sampling (PPGTS) (where, for each resampled data set, gene trees are sampled according to their posterior probability). For each method, n species trees are reconstructed from n resampled data sets and the branch support consists in the percentage of the n species trees in which a branch is recovered. The 4 methods were tested for several species trees and for different sampling efforts (i.e., number of genes and individuals sampled) using coalescent simulations. PPGTS performed best overall with lowest Type I and II error rates, followed by BLC. The BL and BC methods had higher error rates. This suggests that in order to properly measure branch support in a species tree context, it is important to account for the uncertainty involved in reconstructing gene trees from DNA sequences as well as that involved in reconstructing the species tree from individual gene trees. With the parameters used in the simulations, sampling more individuals per species resulted in similar improvements in support values as when sampling more genes. Moreover, sampling more individuals per species appeared to be important for escaping the anomaly zone present when only 1 sequence was sampled. We also apply the 4 methods to obtain branch supports for the species phylogeny of diploid wild roses (Rosa) in North America."
"GeneTree: comparing gene and species phylogenies using reconciled trees.","https://scispace.com/paper/4ZVTWE44","1998","Journal Article","Bioinformatics","R D Page","10.1093/bioinformatics/14.9.819","https://www.zotero.org/johankarlssonk9/items/4ZVTWE44/attachment/79EESYCA/reader","Summary: GeneTree is a program for comparing gene and species trees using reconciled trees. The program can compute the cost of embedding a gene tree within a species tree, visually display the location and number of gene duplications and losses, and search for optimal species trees."
"Multidirectional chromosome painting reveals a remarkable syntenic homology between the greater galagos and the slow loris","https://scispace.com/paper/multidirectional-chromosome-painting-reveals-a-remarkable-4momxw591x","04/2006","Journal Article","American Journal of Primatology","R. Stanyon
F. Dumas
G. Stone
F. Bigoni","10.1002/ajp.20229","","Abstract
            
              We report on the first reciprocal chromosome painting of lorisoids and humans. The chromosome painting showed a remarkable syntenic homology between
              Otolemur
              and
              Nycticebus
              . Eight derived syntenic associations of human segments are common to both
              Otolemur
              and
              Nycticebus
              , indicative of a considerable period of common evolution between the greater galago and the slow loris. Five additional Robertsonian translocations form the slow loris karyotype, while the remaining chromosomes are syntenically equivalent, although some differ in terms of centromere position and heterochromatin additions. Strikingly, the breakpoints of the human chromosomes found fragmented in these two species are apparently identical. Only fissions of homologs to human chromosomes 1 and 15 provide significant evidence of a cytogenetic link between Lemuriformes and Lorisiformes. The association of human chromosomes 7/16 in both lorisoids strongly suggests that this chromosome was present in the ancestral primate genome. Am. J. Primatol. 68:349–359, 2006. © 2006 Wiley‐Liss, Inc."
"Development of Behavior in Prosimians with Special Reference to the Lesser Bushbaby, Galago senegalensis moholi","https://scispace.com/paper/chapter5-development-of-behavior-in-prosimians-with-special-2cxsda26ec","1979","Book Section","","G.A. Doyle","10.1016/B978-0-12-222150-7.50010-6","https://www.zotero.org/johankarlssonk9/items/X6C5D82N/attachment/K8D9WL5B/reader",""
"Optimal Gene Trees from Sequences and Species Trees Using a Soft Interpretation of Parsimony","https://scispace.com/paper/optimal-gene-trees-from-sequences-and-species-trees-using-a-55mkgbfyl9","8/2006","Journal Article","Journal of Molecular Evolution","Ann-Charlotte Berglund-Sonnhammer
Pär Steffansson
Matthew J. Betts
David A. Liberles","10.1007/s00239-005-0096-1","https://www.zotero.org/johankarlssonk9/items/BZMWKVXD/attachment/4R7ZVSXG/reader","Gene duplication and gene loss as well as other biological events can result in multiple copies of genes in a given species. Because of these gene duplication and loss dynamics, in addition to variation in sequence evolution and other sources of uncertainty, different gene trees ultimately present different evolutionary histories. All of this together results in gene trees that give different topologies from each other, making consensus species trees ambiguous in places. Other sources of data to generate species trees are also unable to provide completely resolved binary species trees. However, in addition to gene duplication events, speciation events have provided some underlying phylogenetic signal, enabling development of algorithms to characterize these processes. Therefore, a soft parsimony algorithm has been developed that enables the mapping of gene trees onto species trees and modification of uncertain or weakly supported branches based on minimizing the number of gene duplication and loss events implied by the tree. The algorithm also allows for rooting of unrooted trees and for removal of in-paralogues (lineage-specific duplicates and redundant sequences masquerading as such). The algorithm has also been made available for download as a software package, Softparsmap."
"Interspecific differences and discrimination of auditory and olfactory signals ofGalago crassicaudatus andGalago garnettii","https://scispace.com/paper/interspecific-differences-and-discrimination-of-auditory-and-3nt08z0t4p","12/1988","Journal Article","International Journal of Primatology","Anne Barrett Clark","10.1007/BF02735746","https://www.zotero.org/johankarlssonk9/items/9NIYMUCE/attachment/Q4FR6UAS/reader","Although morphological, genetic, and reproductive differences between the two recently separated species, Galago crassicaudatusand G. garnettii,have been documented, social and ecological distinctions are much less well known The calls and chest glands used in scent marking differ. Observational data on calling and answering between species and experimental results on responses to conspecific and allospecific scent from captive galagos at the Duke University Primate Facility showed that members of both species preferentially responded to conspecific signals. The differences in the signals themselves suggest some contrasts in habitat and social patterns. They may also have direct taxonomic implications, but these are not yet clear. Awareness of these differences in signals should allow us to determine from descriptions of calls, skin glands, and behavior which species were subjects in reports published before this taxonomic revision."
"Seasonal variation in the diet of South African Galagos","https://scispace.com/paper/seasonal-variation-in-the-diet-of-south-african-galagos-oeo28sptde","10/1986","Journal Article","International Journal of Primatology","Caroline Harcourt","10.1007/BF02693660","https://www.zotero.org/johankarlssonk9/items/6DP7BKHX/attachment/JZIM5IM2/reader","The feeding behavior and diet of two species of bushbaby, Galago senegalensisand Galago crassicaudatus,in South Africa were examined in relation to seasonal changes in climate. The populations studied were allopatric, but both fed predominantly on Acaciagum and invertebrates. Data on their diet were collected by direct observation of a radiocollared female of each species and by analysis of fecal samples. Differences in diet were found between the species within seasons and within species between the seasons. Both spent more time gum-feeding in winter than in summer. Prey size and type differed between the species in summer but converged in winter. The quantity of insects taken was fairly similar between seasons for G. senegalensisbut dropped considerably for G. crassicaudatusin winter. These observations are interpreted in terms of interspecific differences in feeding strategies, which are considered to be a function of the difference in body size of the two galago species."
"An Examination of the Function of Urine Washing in Galago senegalensis","https://scispace.com/paper/SUFETH4X","1981","Journal Article","Zeitschrift für Tierpsychologie","Caroline Harcourt","10.1111/j.1439-0310.1981.tb01263.x","https://www.zotero.org/johankarlssonk9/items/SUFETH4X/attachment/4PBU6JHN/reader","A wild, fcmale Gologo ronogole,,rir molohi (lesser burhbaby) war radio collared and followed for 139 h. The occurrence of 'urine washing', werting rhe hands and fret wirh urine, war recorded and analyred in rerms of when and where it took place and wirh what orher behaviourr ir was arsociatcd. Data from the prercnt study and others indicated that urine washing did not function as an olfactory sign marking territorial boundaries. Ir war suggested thar in this species it facilitated grip."
"Penile Morphology and Classification of Bush Babies (Subfamily Galagoninae)","https://scispace.com/paper/penile-morphology-and-classification-of-bush-babies-1wtpy2kk0e","2000","Journal Article","International Journal of Primatology","Matthew J Anderson","10.1023/A:1005542609002","https://www.zotero.org/johankarlssonk9/items/T9TNI8HM/attachment/5LJHYEHL/reader","The penile morphologies of nocturnal prosimians are complex and vary considerably between genera and species. Accordingly, comparative morphology can be useful in taxonomic studies, particularly when assessing the status of newly discovered species. I measured features of penile morphology—surface area of the glans penis; shape and size of the keratinized spines on the glans—for populations representing 14 species within the subfamily Galagoninae. Intraspecific variations in penile morphology were relatively minor. By contrast, there are significant differences in several morphological features among closely related, sympatric species, e.g., in the greater bush babies (Otolemur crassicaudatus and O. garnettii) and lesser bush babies (Galago senegalensis and Galago moholi). Assessment of glans area resulted in the recognition of a second needle-clawed form: Euoticus pallidus. Similar divisions exist in the dwarf and greater bush babies with respect to proportional spiny area and characteristics of spine size. I constructed a key based on the presence/absence of certain features—penile spines, dermal markings on the glans, penile lappets—as well as the shape of the baculum and possession of different spinal morphotypes. This key may be used to identify all 14 species of bush babies. Penile morphologies provide a useful guide to specific identity in the Galagoninae, which may be true also for other groups of nocturnal mammals."
"Intraspecific Variation in the Vocalizations and Hand Pad Morphology of Southern Lesser Bush Babies (Galago moholi): A Comparison with G. senegalensis","https://scispace.com/paper/intraspecific-variation-in-the-vocalizations-and-hand-pad-56tet56e5d","2000","Journal Article","International Journal of Primatology","M J Anderson
L Ambrose
S K Bearder
A F Dixson
S Pullen","10.1023/A:1005400205038","https://www.zotero.org/johankarlssonk9/items/XR6FR6FZ/attachment/A5BPWRZ9/reader","Previous studies have shown the taxonomic value of vocal repertoires and hand (volar) pad characteristics in the classification of cryptic nocturnal primates such as bush babies However, no study included quantitative comparisons within the geographical range of any one species We investigated levels of intraspecific variation in calls and hand pad characteristics of the southern lesser bush baby (Galago moholi), using the northern lesser bush baby (Galago senegalensis) for interspecific comparisons Examination of calls recorded from different regions along a transect of 1500 km across southern Africa revealed low levels of intraspecific variation in Galago moholi, whereas comparisons with homologous call-types in G senegalensis revealed them to be significantly different Volar pad measurements across the ranges of both species also showed low levels of intraspecific variation and relatively high interspecific variation These findings demonstrate that vocal and volar pad characteristics can be used as consistent measures of difference between species that look almost identical These methods provide a practical means of distinguishing between cryptic species, whether in the field, in captivity, or, in the case of volar pads, of preserved specimens"
